id,talk_time,talk_charge,sms,sms_charge,total_charge,plan
641,96,4803,853,170.6,4997.6,PlanA
642,44,2202,257,51.4,2264.4,PlanA
643,86,4304,919,183.8,4489.8,PlanA
644,12,601,377,75.4,691.4,PlanA
645,8,404,475,95,506,PlanA
646,83,4152,822,164.4,4333.4,PlanA
647,18,902,135,27,936,PlanA
648,13,654,562,112.4,806.4,PlanA
649,99,4952,722,144.4,5110.4,PlanA
650,10,504,745,149,669,PlanA
651,63,3155,221,44.2,3232.2,PlanA
652,22,1101,323,64.6,1197.6,PlanA
653,96,4805,129,25.8,4844.8,PlanA
654,19,951,369,73.8,1043.8,PlanA
655,82,4101,553,110.6,4212.6,PlanA
656,64,3201,665,133,3374,PlanA
657,8,405,453,90.6,520.6,PlanA
658,43,2154,635,127,2313,PlanA
659,97,4851,804,160.8,5038.8,PlanA
660,68,3402,176,35.2,3464.2,PlanA
661,51,2555,505,101,2662,PlanA
662,54,2701,435,87,2790,PlanA
663,16,805,231,46.2,886.2,PlanA
664,73,3652,49,9.8,3686.8,PlanA
665,78,3905,572,114.4,4047.4,PlanA
666,29,1454,134,26.8,1490.8,PlanA
667,17,853,741,148.2,1033.2,PlanA
668,69,3455,850,170,3665,PlanA
669,32,1605,617,123.4,1741.4,PlanA
670,27,1351,588,117.6,1480.6,PlanA
671,7,351,250,50,436,PlanA
672,49,2455,52,10.4,2483.4,PlanA
673,50,2505,20,4,2535,PlanA
674,6,304,954,190.8,503.8,PlanA
675,67,3351,57,11.4,3407.4,PlanA
676,47,2355,679,135.8,2527.8,PlanA
677,85,4251,754,150.8,4409.8,PlanA
678,94,4705,628,125.6,4839.6,PlanA
679,85,4253,984,196.8,4463.8,PlanA
680,65,3255,734,146.8,3410.8,PlanA
681,68,3405,516,103.2,3515.2,PlanA
682,42,2104,169,33.8,2140.8,PlanA
683,86,4303,865,173,4485,PlanA
684,40,2004,626,125.2,2171.2,PlanA
685,62,3102,997,199.4,3321.4,PlanA
686,34,1705,491,98.2,1847.2,PlanA
687,66,3302,223,44.6,3390.6,PlanA
688,49,2454,691,138.2,2627.2,PlanA
689,42,2105,898,179.6,2298.6,PlanA
690,45,2255,518,103.6,2395.6,PlanA
691,83,4154,282,56.4,4218.4,PlanA
692,13,651,346,69.2,745.2,PlanA
693,81,4051,819,163.8,4233.8,PlanA
694,87,4355,628,125.6,4486.6,PlanA
695,90,4504,926,185.2,4720.2,PlanA
696,47,2352,271,54.2,2453.2,PlanA
697,5,251,795,159,429,PlanA
698,65,3253,643,128.6,3424.6,PlanA
699,42,2103,862,172.4,2322.4,PlanA
700,35,1753,697,139.4,1895.4,PlanA
701,87,4353,199,39.8,4426.8,PlanA
702,31,1555,940,188,1760,PlanA
703,70,3502,669,133.8,3640.8,PlanA
704,46,2304,316,63.2,2417.2,PlanA
705,71,3555,6,1.2,3571.2,PlanA
706,41,2051,911,182.2,2279.2,PlanA
707,21,1051,177,35.4,1108.4,PlanA
708,72,3602,702,140.4,3768.4,PlanA
709,57,2852,695,139,3004,PlanA
710,90,4504,294,58.8,4583.8,PlanA
711,49,2455,553,110.6,2594.6,PlanA
712,28,1401,122,24.4,1465.4,PlanA
713,34,1704,83,16.6,1730.6,PlanA
714,43,2151,530,106,2289,PlanA
715,74,3703,476,95.2,3841.2,PlanA
716,66,3302,657,131.4,3434.4,PlanA
717,27,1352,118,23.6,1379.6,PlanA
718,7,352,440,88,490,PlanA
719,83,4152,714,142.8,4314.8,PlanA
720,26,1303,646,129.2,1436.2,PlanA
721,29,1453,757,151.4,1618.4,PlanA
722,82,4103,391,78.2,4207.2,PlanA
723,98,4903,326,65.2,4975.2,PlanA
724,28,1404,252,50.4,1478.4,PlanA
725,16,802,115,23,867,PlanA
726,7,355,102,20.4,387.4,PlanA
727,78,3903,849,169.8,4074.8,PlanA
728,74,3705,687,137.4,3891.4,PlanA
729,11,554,467,93.4,694.4,PlanA
730,93,4655,582,116.4,4812.4,PlanA
731,50,2501,246,49.2,2582.2,PlanA
732,99,4954,205,41,5043,PlanA
733,13,654,735,147,812,PlanA
734,15,755,337,67.4,840.4,PlanA
735,36,1805,536,107.2,1916.2,PlanA
736,30,1501,561,112.2,1620.2,PlanA
737,88,4405,788,157.6,4566.6,PlanA
738,3,154,424,84.8,274.8,PlanA
739,24,1205,568,113.6,1322.6,PlanA
740,92,4601,606,121.2,4769.2,PlanA
741,93,4651,713,142.6,4816.6,PlanA
742,37,1852,189,37.8,1924.8,PlanA
743,24,1201,179,35.8,1276.8,PlanA
744,81,4055,132,26.4,4102.4,PlanA
745,53,2655,138,27.6,2697.6,PlanA
746,57,2853,295,59,2954,PlanA
747,38,1903,111,22.2,1969.2,PlanA
748,76,3804,976,195.2,4038.2,PlanA
749,55,2755,430,86,2888,PlanA
750,13,652,842,168.4,853.4,PlanA
751,85,4252,448,89.6,4383.6,PlanA
752,66,3301,917,183.4,3513.4,PlanA
753,78,3905,989,197.8,4145.8,PlanA
754,99,4952,384,76.8,5051.8,PlanA
755,44,2201,531,106.2,2335.2,PlanA
756,12,605,233,46.6,667.6,PlanA
757,68,3404,242,48.4,3489.4,PlanA
758,11,553,104,20.8,622.8,PlanA
759,24,1204,598,119.6,1347.6,PlanA
760,83,4155,619,123.8,4289.8,PlanA
761,43,2154,755,151,2354,PlanA
762,76,3802,142,28.4,3879.4,PlanA
763,15,751,15,3,787,PlanA
764,86,4301,70,14,4361,PlanA
765,35,1754,155,31,1790,PlanA
766,1,53,827,165.4,259.4,PlanA
767,50,2503,781,156.2,2678.2,PlanA
768,56,2801,624,124.8,2957.8,PlanA
769,89,4451,85,17,4509,PlanA
770,21,1052,391,78.2,1132.2,PlanA
771,73,3652,296,59.2,3753.2,PlanA
772,87,4355,151,30.2,4402.2,PlanA
773,76,3805,641,128.2,3973.2,PlanA
774,46,2301,430,86,2434,PlanA
775,91,4553,654,130.8,4688.8,PlanA
776,77,3852,213,42.6,3912.6,PlanA
777,85,4255,516,103.2,4387.2,PlanA
778,63,3151,571,114.2,3297.2,PlanA
779,78,3904,125,25,3944,PlanA
780,31,1552,159,31.8,1610.8,PlanA
781,26,1305,788,157.6,1500.6,PlanA
782,23,1151,239,47.8,1241.8,PlanA
783,53,2655,786,157.2,2850.2,PlanA
784,31,1551,17,3.4,1604.4,PlanA
785,12,604,615,123,777,PlanA
786,74,3705,366,73.2,3789.2,PlanA
787,18,901,224,44.8,950.8,PlanA
788,45,2254,570,114,2389,PlanA
789,54,2703,354,70.8,2813.8,PlanA
790,73,3652,138,27.6,3687.6,PlanA
791,57,2851,16,3.2,2872.2,PlanA
792,53,2655,597,119.4,2803.4,PlanA
793,13,653,907,181.4,874.4,PlanA
794,58,2905,978,195.6,3116.6,PlanA
795,11,551,997,199.4,787.4,PlanA
796,66,3304,698,139.6,3478.6,PlanA
797,100,5002,418,83.6,5101.6,PlanA
798,47,2351,328,65.6,2421.6,PlanA
799,50,2505,452,90.4,2609.4,PlanA
800,51,2552,868,173.6,2765.6,PlanA
801,70,3505,742,148.4,3670.4,PlanA
802,76,3803,582,116.4,3929.4,PlanA
803,64,3205,284,56.8,3279.8,PlanA
804,68,3403,946,189.2,3627.2,PlanA
805,42,2102,862,172.4,2288.4,PlanA
806,95,4754,847,169.4,4940.4,PlanA
807,85,4253,172,34.4,4295.4,PlanA
808,95,4752,572,114.4,4868.4,PlanA
809,75,3755,339,67.8,3868.8,PlanA
810,40,2004,865,173,2226,PlanA
811,90,4501,316,63.2,4596.2,PlanA
812,86,4303,713,142.6,4485.6,PlanA
813,87,4354,500,100,4492,PlanA
814,8,405,199,39.8,481.8,PlanA
815,21,1053,563,112.6,1200.6,PlanA
816,30,1503,844,168.8,1708.8,PlanA
817,12,605,508,101.6,743.6,PlanA
818,89,4452,974,194.8,4686.8,PlanA
819,64,3202,25,5,3243,PlanA
820,74,3705,321,64.2,3779.2,PlanA
821,65,3251,841,168.2,3442.2,PlanA
822,47,2352,291,58.2,2416.2,PlanA
823,68,3405,679,135.8,3541.8,PlanA
824,27,1351,257,51.4,1424.4,PlanA
825,30,1503,59,11.8,1551.8,PlanA
826,37,1851,79,15.8,1871.8,PlanA
827,19,953,575,115,1086,PlanA
828,17,853,457,91.4,984.4,PlanA
829,11,551,858,171.6,771.6,PlanA
830,50,2502,177,35.4,2581.4,PlanA
831,75,3754,370,74,3860,PlanA
832,80,4001,489,97.8,4100.8,PlanA
833,90,4505,168,33.6,4549.6,PlanA
834,34,1704,833,166.6,1912.6,PlanA
835,76,3801,604,120.8,3965.8,PlanA
836,48,2402,109,21.8,2433.8,PlanA
837,96,4805,706,141.2,4965.2,PlanA
838,82,4105,31,6.2,4125.2,PlanA
839,89,4454,377,75.4,4549.4,PlanA
840,37,1851,365,73,1959,PlanA
841,93,4654,404,80.8,4764.8,PlanA
842,17,851,360,72,943,PlanA
843,68,3405,51,10.2,3464.2,PlanA
844,32,1601,676,135.2,1763.2,PlanA
845,47,2355,203,40.6,2412.6,PlanA
846,75,3754,666,133.2,3908.2,PlanA
847,9,453,826,165.2,631.2,PlanA
848,39,1954,806,161.2,2141.2,PlanA
849,1,51,312,62.4,146.4,PlanA
850,33,1653,137,27.4,1712.4,PlanA
851,62,3103,942,188.4,3314.4,PlanA
852,31,1552,929,185.8,1765.8,PlanA
853,92,4605,236,47.2,4660.2,PlanA
854,44,2205,609,121.8,2338.8,PlanA
855,17,853,626,125.2,996.2,PlanA
856,56,2803,664,132.8,2961.8,PlanA
857,44,2205,833,166.6,2400.6,PlanA
858,37,1855,425,85,1972,PlanA
859,52,2604,501,100.2,2743.2,PlanA
860,11,553,880,176,767,PlanA
861,29,1451,594,118.8,1572.8,PlanA
862,66,3302,683,136.6,3456.6,PlanA
863,64,3204,995,199,3453,PlanA
864,24,1205,263,52.6,1295.6,PlanA
865,77,3854,148,29.6,3915.6,PlanA
866,28,1405,675,135,1569,PlanA
867,57,2851,206,41.2,2893.2,PlanA
868,11,552,406,81.2,642.2,PlanA
869,97,4851,968,193.6,5077.6,PlanA
870,38,1904,351,70.2,1991.2,PlanA
871,46,2302,310,62,2375,PlanA
872,58,2904,908,181.6,3116.6,PlanA
873,39,1955,375,75,2069,PlanA
874,71,3555,741,148.2,3743.2,PlanA
875,25,1255,532,106.4,1392.4,PlanA
876,81,4055,255,51,4124,PlanA
877,87,4351,586,117.2,4482.2,PlanA
878,89,4454,894,178.8,4643.8,PlanA
879,4,205,422,84.4,328.4,PlanA
880,59,2951,976,195.2,3172.2,PlanA
881,84,4205,476,95.2,4349.2,PlanA
882,78,3904,772,154.4,4068.4,PlanA
883,88,4401,462,92.4,4537.4,PlanA
884,63,3153,806,161.2,3316.2,PlanA
885,58,2904,889,177.8,3131.8,PlanA
886,61,3053,82,16.4,3072.4,PlanA
887,92,4602,149,29.8,4646.8,PlanA
888,42,2101,998,199.6,2345.6,PlanA
889,79,3953,707,141.4,4116.4,PlanA
890,58,2904,775,155,3071,PlanA
891,20,1004,610,122,1141,PlanA
892,56,2805,339,67.8,2885.8,PlanA
893,27,1351,36,7.2,1388.2,PlanA
894,18,902,292,58.4,968.4,PlanA
895,84,4203,252,50.4,4288.4,PlanA
896,1,54,1,0.2,71.2,PlanA
897,97,4852,760,152,5043,PlanA
898,62,3104,321,64.2,3185.2,PlanA
899,53,2651,201,40.2,2722.2,PlanA
900,41,2051,631,126.2,2212.2,PlanA
901,68,3402,662,132.4,3547.4,PlanA
902,46,2303,314,62.8,2387.8,PlanA
903,52,2602,176,35.2,2645.2,PlanA
904,42,2102,979,195.8,2328.8,PlanA
905,72,3602,930,186,3801,PlanA
906,45,2251,121,24.2,2316.2,PlanA
907,84,4205,415,83,4334,PlanA
908,17,853,707,141.4,1038.4,PlanA
909,35,1755,120,24,1793,PlanA
910,100,5001,848,169.6,5181.6,PlanA
911,53,2653,863,172.6,2826.6,PlanA
912,9,455,99,19.8,495.8,PlanA
913,90,4505,481,96.2,4651.2,PlanA
914,54,2701,839,167.8,2884.8,PlanA
915,37,1853,19,3.8,1898.8,PlanA
916,28,1404,10,2,1441,PlanA
917,76,3805,175,35,3843,PlanA
918,12,603,146,29.2,657.2,PlanA
919,7,352,304,60.8,454.8,PlanA
920,23,1155,682,136.4,1341.4,PlanA
921,92,4601,872,174.4,4810.4,PlanA
922,78,3901,899,179.8,4090.8,PlanA
923,85,4253,537,107.4,4408.4,PlanA
924,14,705,905,181,911,PlanA
925,11,551,266,53.2,647.2,PlanA
926,10,504,998,199.6,734.6,PlanA
927,8,405,504,100.8,537.8,PlanA
928,63,3151,16,3.2,3162.2,PlanA
929,25,1252,333,66.6,1320.6,PlanA
930,51,2551,283,56.6,2638.6,PlanA
931,86,4302,883,176.6,4528.6,PlanA
932,44,2204,127,25.4,2277.4,PlanA
933,91,4555,700,140,4738,PlanA
934,72,3603,974,194.8,3830.8,PlanA
935,41,2054,138,27.6,2115.6,PlanA
936,12,603,957,191.4,837.4,PlanA
937,27,1355,411,82.2,1465.2,PlanA
938,8,401,197,39.4,465.4,PlanA
939,18,902,839,167.8,1071.8,PlanA
940,38,1902,737,147.4,2078.4,PlanA
941,29,1455,96,19.2,1505.2,PlanA
942,37,1854,676,135.2,2023.2,PlanA
943,97,4851,127,25.4,4878.4,PlanA
944,34,1704,607,121.4,1849.4,PlanA
945,64,3205,183,36.6,3250.6,PlanA
946,25,1252,119,23.8,1323.8,PlanA
947,23,1153,52,10.4,1185.4,PlanA
948,26,1305,415,83,1397,PlanA
949,57,2852,517,103.4,2962.4,PlanA
950,53,2654,573,114.6,2785.6,PlanA
951,16,802,197,39.4,860.4,PlanA
952,24,1202,826,165.2,1392.2,PlanA
953,99,4954,909,181.8,5153.8,PlanA
954,24,1201,657,131.4,1380.4,PlanA
955,32,1604,67,13.4,1652.4,PlanA
956,90,4502,189,37.8,4562.8,PlanA
957,57,2851,577,115.4,2987.4,PlanA
958,21,1052,730,146,1232,PlanA
959,14,705,866,173.2,897.2,PlanA
960,60,3004,825,165,3215,PlanA
961,19,955,116,23.2,1020.2,PlanA
962,67,3353,340,68,3471,PlanA
963,23,1155,958,191.6,1365.6,PlanA
964,65,3254,12,2.4,3283.4,PlanA
965,12,603,482,96.4,726.4,PlanA
966,78,3901,923,184.6,4087.6,PlanA
967,26,1304,576,115.2,1461.2,PlanA
968,34,1703,54,10.8,1733.8,PlanA
969,17,851,463,92.6,978.6,PlanA
970,85,4253,151,30.2,4302.2,PlanA
971,35,1754,829,165.8,1920.8,PlanA
972,59,2955,144,28.8,3000.8,PlanA
973,12,602,393,78.6,725.6,PlanA
974,24,1202,75,15,1259,PlanA
975,25,1251,708,141.6,1400.6,PlanA
976,32,1605,733,146.6,1775.6,PlanA
977,32,1601,823,164.6,1773.6,PlanA
978,36,1805,894,178.8,2026.8,PlanA
979,61,3055,146,29.2,3113.2,PlanA
980,6,301,366,73.2,378.2,PlanA
981,28,1403,780,156,1600,PlanA
982,66,3301,436,87.2,3389.2,PlanA
983,95,4754,331,66.2,4863.2,PlanA
984,39,1953,380,76,2039,PlanA
985,83,4154,968,193.6,4384.6,PlanA
986,15,754,889,177.8,969.8,PlanA
987,74,3704,706,141.2,3850.2,PlanA
988,99,4953,947,189.4,5170.4,PlanA
989,24,1201,650,130,1347,PlanA
990,34,1701,271,54.2,1804.2,PlanA
991,74,3704,655,131,3838,PlanA
992,98,4901,220,44,4955,PlanA
993,24,1201,839,167.8,1373.8,PlanA
994,70,3504,539,107.8,3646.8,PlanA
995,34,1704,318,63.6,1810.6,PlanA
996,16,804,41,8.2,818.2,PlanA
997,36,1801,821,164.2,1989.2,PlanA
998,34,1701,87,17.4,1735.4,PlanA
999,62,3104,776,155.2,3267.2,PlanA
1000,37,1854,630,126,2001,PlanA
1001,64,1921,72,3.6,1930.6,PlanB
1002,32,961,946,47.3,1028.3,PlanB
1003,55,1651,178,8.9,1691.9,PlanB
1004,86,2583,462,23.1,2631.1,PlanB
1005,92,2765,191,9.55,2823.55,PlanB
1006,55,1651,635,31.75,1703.75,PlanB
1007,49,1471,326,16.3,1524.3,PlanB
1008,29,874,599,29.95,907.95,PlanB
1009,93,2791,259,12.95,2853.95,PlanB
1011,26,781,922,46.1,835.1,PlanB
1012,38,1145,176,8.8,1182.8,PlanB
1013,46,1383,659,32.95,1445.95,PlanB
1014,39,1171,389,19.45,1234.45,PlanB
1015,6,185,564,28.2,233.2,PlanB
1016,87,2614,353,17.65,2672.65,PlanB
1017,74,2223,256,12.8,2267.8,PlanB
1018,15,451,428,21.4,497.4,PlanB
1019,24,724,542,27.1,768.1,PlanB
1021,9,274,8,0.4,310.4,PlanB
1022,26,785,839,41.95,864.95,PlanB
1023,84,2524,683,34.15,2604.15,PlanB
1024,60,1802,352,17.6,1853.6,PlanB
1025,98,2942,556,27.8,2990.8,PlanB
1026,30,905,460,23,977,PlanB
1027,19,574,967,48.35,664.35,PlanB
1028,25,752,824,41.2,821.2,PlanB
1029,37,1112,457,22.85,1153.85,PlanB
1030,54,1621,417,20.85,1643.85,PlanB
1031,17,513,111,5.55,522.55,PlanB
1032,62,1861,72,3.6,1911.6,PlanB
1033,88,2645,110,5.5,2671.5,PlanB
1034,16,483,992,49.6,576.6,PlanB
1035,76,2285,226,11.3,2328.3,PlanB
1036,34,1025,454,22.7,1073.7,PlanB
1037,20,602,54,2.7,605.7,PlanB
1038,36,1083,176,8.8,1126.8,PlanB
1039,77,2312,509,25.45,2364.45,PlanB
1040,14,425,149,7.45,445.45,PlanB
1041,26,785,191,9.55,818.55,PlanB
1042,62,1863,651,32.55,1910.55,PlanB
1043,71,2134,534,26.7,2183.7,PlanB
1044,64,1921,359,17.95,1983.95,PlanB
1045,95,2853,793,39.65,2901.65,PlanB
1046,14,424,363,18.15,474.15,PlanB
1047,26,783,591,29.55,819.55,PlanB
1048,35,1054,110,5.5,1108.5,PlanB
1049,6,183,880,44,268,PlanB
1050,73,2194,592,29.6,2253.6,PlanB
1051,86,2584,140,7,2617,PlanB
1052,100,3001,755,37.75,3074.75,PlanB
1053,68,2041,564,28.2,2110.2,PlanB
1054,1,34,830,41.5,120.5,PlanB
1055,41,1234,133,6.65,1247.65,PlanB
1056,99,2974,66,3.3,3000.3,PlanB
1057,42,1264,135,6.75,1299.75,PlanB
1058,53,1592,741,37.05,1664.05,PlanB
1059,43,1293,980,49,1350,PlanB
1060,47,1413,544,27.2,1455.2,PlanB
1061,51,1532,728,36.4,1598.4,PlanB
1062,17,511,254,12.7,531.7,PlanB
1063,79,2371,638,31.9,2420.9,PlanB
1064,16,484,498,24.9,541.9,PlanB
1065,5,155,995,49.75,226.75,PlanB
1066,5,155,68,3.4,162.4,PlanB
1067,29,874,648,32.4,921.4,PlanB
1068,40,1202,926,46.3,1282.3,PlanB
1069,39,1174,964,48.2,1264.2,PlanB
1070,14,423,127,6.35,449.35,PlanB
1071,70,2104,475,23.75,2155.75,PlanB
1072,23,691,317,15.85,718.85,PlanB
1073,54,1623,603,30.15,1668.15,PlanB
1074,91,2735,598,29.9,2776.9,PlanB
1075,56,1681,122,6.1,1688.1,PlanB
1076,75,2254,809,40.45,2327.45,PlanB
1077,66,1983,856,42.8,2053.8,PlanB
1078,30,901,478,23.9,936.9,PlanB
1079,79,2372,38,1.9,2393.9,PlanB
1080,22,664,199,9.95,679.95,PlanB
1081,10,301,969,48.45,365.45,PlanB
1082,63,1893,609,30.45,1971.45,PlanB
1083,41,1232,534,26.7,1288.7,PlanB
1084,30,901,204,10.2,939.2,PlanB
1085,51,1534,310,15.5,1559.5,PlanB
1086,12,364,516,25.8,416.8,PlanB
1087,88,2645,143,7.15,2669.15,PlanB
1088,7,211,225,11.25,247.25,PlanB
1089,17,515,648,32.4,558.4,PlanB
1090,49,1475,784,39.2,1549.2,PlanB
1091,96,2883,693,34.65,2934.65,PlanB
1092,96,2885,609,30.45,2919.45,PlanB
1093,61,1831,852,42.6,1899.6,PlanB
1094,11,335,685,34.25,397.25,PlanB
1095,88,2645,471,23.55,2681.55,PlanB
1096,4,125,529,26.45,169.45,PlanB
1097,32,961,839,41.95,1010.95,PlanB
1098,25,755,894,44.7,836.7,PlanB
1099,37,1115,711,35.55,1167.55,PlanB
1100,38,1144,926,46.3,1232.3,PlanB
1101,82,2462,90,4.5,2486.5,PlanB
1102,73,2194,353,17.65,2254.65,PlanB
1103,13,391,541,27.05,451.05,PlanB
1104,23,691,838,41.9,777.9,PlanB
1105,68,2042,715,35.75,2124.75,PlanB
1106,31,934,335,16.75,991.75,PlanB
1107,77,2312,762,38.1,2352.1,PlanB
1108,16,483,281,14.05,542.05,PlanB
1109,22,663,548,27.4,698.4,PlanB
1110,86,2581,806,40.3,2649.3,PlanB
1111,18,544,785,39.25,605.25,PlanB
1112,82,2463,788,39.4,2504.4,PlanB
1113,65,1955,970,48.5,2004.5,PlanB
1114,83,2495,886,44.3,2581.3,PlanB
1115,58,1745,353,17.65,1776.65,PlanB
1116,78,2341,146,7.3,2374.3,PlanB
1117,30,903,465,23.25,969.25,PlanB
1118,44,1321,486,24.3,1355.3,PlanB
1119,67,2015,688,34.4,2085.4,PlanB
1120,24,724,351,17.55,778.55,PlanB
1121,85,2552,160,8,2599,PlanB
1122,94,2822,310,15.5,2855.5,PlanB
1123,64,1925,177,8.85,1940.85,PlanB
1124,59,1773,647,32.35,1842.35,PlanB
1125,33,991,403,20.15,1016.15,PlanB
1126,46,1385,531,26.55,1428.55,PlanB
1127,30,905,502,25.1,937.1,PlanB
1128,48,1445,85,4.25,1490.25,PlanB
1129,49,1474,907,45.35,1544.35,PlanB
1130,19,572,816,40.8,642.8,PlanB
1131,43,1293,792,39.6,1371.6,PlanB
1132,69,2075,799,39.95,2152.95,PlanB
1133,93,2793,888,44.4,2866.4,PlanB
1134,75,2255,716,35.8,2326.8,PlanB
1135,32,961,591,29.55,1002.55,PlanB
1136,73,2192,29,1.45,2236.45,PlanB
1137,36,1084,275,13.75,1114.75,PlanB
1138,49,1473,349,17.45,1513.45,PlanB
1139,80,2401,244,12.2,2461.2,PlanB
1140,30,902,943,47.15,958.15,PlanB
1141,28,843,408,20.4,912.4,PlanB
1142,98,2944,116,5.8,2984.8,PlanB
1143,59,1774,300,15,1822,PlanB
1144,83,2491,853,42.65,2536.65,PlanB
1145,57,1711,482,24.1,1746.1,PlanB
1146,84,2523,401,20.05,2561.05,PlanB
1147,44,1323,497,24.85,1361.85,PlanB
1148,23,694,735,36.75,735.75,PlanB
1149,76,2281,57,2.85,2324.85,PlanB
1150,22,662,693,34.65,730.65,PlanB
1151,84,2521,683,34.15,2603.15,PlanB
1152,91,2733,109,5.45,2783.45,PlanB
1153,29,873,165,8.25,892.25,PlanB
1154,100,3002,941,47.05,3051.05,PlanB
1155,25,755,120,6,804,PlanB
1156,72,2165,606,30.3,2212.3,PlanB
1157,20,605,239,11.95,662.95,PlanB
1158,39,1174,630,31.5,1210.5,PlanB
1159,96,2885,147,7.35,2928.35,PlanB
1160,16,483,303,15.15,526.15,PlanB
1161,83,2491,139,6.95,2539.95,PlanB
1162,29,873,977,48.85,966.85,PlanB
1163,62,1862,798,39.9,1908.9,PlanB
1164,18,545,430,21.5,609.5,PlanB
1165,93,2793,418,20.9,2818.9,PlanB
1166,54,1622,593,29.65,1666.65,PlanB
1167,45,1351,996,49.8,1430.8,PlanB
1168,13,394,790,39.5,464.5,PlanB
1169,70,2102,915,45.75,2166.75,PlanB
1170,28,843,334,16.7,873.7,PlanB
1171,29,871,638,31.9,935.9,PlanB
1172,66,1983,914,45.7,2060.7,PlanB
1173,79,2371,594,29.7,2448.7,PlanB
1174,5,154,163,8.15,194.15,PlanB
1175,80,2402,210,10.5,2448.5,PlanB
1176,50,1504,641,32.05,1568.05,PlanB
1177,31,932,127,6.35,948.35,PlanB
1178,91,2735,807,40.35,2788.35,PlanB
1179,10,302,649,32.45,377.45,PlanB
1180,77,2315,894,44.7,2367.7,PlanB
1181,6,183,734,36.7,223.7,PlanB
1182,40,1203,801,40.05,1248.05,PlanB
1183,73,2193,138,6.9,2216.9,PlanB
1184,54,1625,976,48.8,1701.8,PlanB
1185,92,2764,643,32.15,2807.15,PlanB
1186,94,2825,124,6.2,2857.2,PlanB
1187,23,691,341,17.05,715.05,PlanB
1188,37,1115,432,21.6,1142.6,PlanB
1189,32,963,326,16.3,1028.3,PlanB
1190,58,1745,206,10.3,1757.3,PlanB
1191,81,2431,371,18.55,2477.55,PlanB
1192,56,1685,34,1.7,1726.7,PlanB
1193,9,272,924,46.2,363.2,PlanB
1194,8,244,223,11.15,294.15,PlanB
1195,90,2705,347,17.35,2757.35,PlanB
1196,78,2343,186,9.3,2388.3,PlanB
1197,85,2553,795,39.75,2596.75,PlanB
1198,9,272,194,9.7,289.7,PlanB
1199,91,2735,632,31.6,2769.6,PlanB
1200,94,2822,226,11.3,2863.3,PlanB
1201,52,1564,363,18.15,1592.15,PlanB
1202,71,2131,944,47.2,2197.2,PlanB
1203,90,2701,962,48.1,2750.1,PlanB
1204,88,2642,822,41.1,2701.1,PlanB
1205,9,271,471,23.55,297.55,PlanB
1206,60,1802,733,36.65,1847.65,PlanB
1207,19,571,209,10.45,601.45,PlanB
1208,30,904,234,11.7,939.7,PlanB
1209,70,2105,436,21.8,2136.8,PlanB
1210,51,1535,853,42.65,1608.65,PlanB
1211,60,1804,734,36.7,1846.7,PlanB
1212,39,1171,271,13.55,1212.55,PlanB
1213,8,241,536,26.8,282.8,PlanB
1214,6,181,834,41.7,236.7,PlanB
1215,33,993,193,9.65,1009.65,PlanB
1216,68,2043,701,35.05,2080.05,PlanB
1217,54,1625,590,29.5,1684.5,PlanB
1218,71,2131,612,30.6,2166.6,PlanB
1219,36,1081,912,45.6,1167.6,PlanB
1220,72,2164,279,13.95,2217.95,PlanB
1221,29,873,996,49.8,943.8,PlanB
1222,12,363,118,5.9,392.9,PlanB
1223,2,64,842,42.1,122.1,PlanB
1224,4,125,936,46.8,187.8,PlanB
1225,42,1265,304,15.2,1308.2,PlanB
1226,56,1684,827,41.35,1768.35,PlanB
1227,8,245,887,44.35,309.35,PlanB
1228,97,2913,110,5.5,2943.5,PlanB
1229,39,1172,958,47.9,1225.9,PlanB
1230,45,1351,275,13.75,1408.75,PlanB
1231,28,844,130,6.5,897.5,PlanB
1232,26,782,836,41.8,831.8,PlanB
1233,79,2375,364,18.2,2400.2,PlanB
1234,46,1382,374,18.7,1426.7,PlanB
1235,25,755,570,28.5,789.5,PlanB
1236,9,272,820,41,318,PlanB
1237,36,1085,213,10.65,1136.65,PlanB
1238,9,274,4,0.2,316.2,PlanB
1239,98,2944,818,40.9,3032.9,PlanB
1240,67,2011,990,49.5,2065.5,PlanB
1241,53,1591,957,47.85,1667.85,PlanB
1242,77,2315,611,30.55,2355.55,PlanB
1243,5,155,645,32.25,204.25,PlanB
1244,52,1564,994,49.7,1638.7,PlanB
1245,64,1921,988,49.4,2019.4,PlanB
1246,76,2281,843,42.15,2367.15,PlanB
1247,68,2044,113,5.65,2050.65,PlanB
1248,26,782,110,5.5,812.5,PlanB
1249,77,2315,34,1.7,2334.7,PlanB
1250,29,874,788,39.4,963.4,PlanB
1251,83,2493,606,30.3,2561.3,PlanB
1252,80,2402,93,4.65,2454.65,PlanB
1253,82,2464,192,9.6,2512.6,PlanB
1254,96,2882,869,43.45,2934.45,PlanB
1255,41,1232,346,17.3,1265.3,PlanB
1256,87,2615,475,23.75,2653.75,PlanB
1257,56,1682,703,35.15,1760.15,PlanB
1258,23,691,698,34.9,770.9,PlanB
1259,27,814,492,24.6,878.6,PlanB
1260,32,965,630,31.5,1014.5,PlanB
1261,9,274,198,9.9,327.9,PlanB
1262,94,2823,133,6.65,2869.65,PlanB
1263,39,1174,713,35.65,1251.65,PlanB
